,text_,label,target
5984,U never go wrong with this brand of tea,OG,0
5985,Wast of money.  Filiment inside bunches up.  My puppy used it as a chew toy.,OG,0
5986,Yuck.  Was told these are really good.  Nope!,OG,0
5987,taste okay. lot of it crumble up when I open it.,OG,0
5988,"Both cats are very happy with this toy, the batteries will probably break the bank  :)",OG,0
5989,"love the cherry, nice bite texture.",OG,0
5990,Great product!,OG,0
5991,"Great! Killed that rat good! Crushed it's little skull, eyes bulging out, tongue sticking out, good kill!",OG,0
5992,This guard is great for keeping food dry. Very easy to use. Birds had no problem at all adapting to it. I used it to cover seed balls.,OG,0
5993,Santa brings this to my bunnies. They love them and I like that it last longer as they have to work at it versus just chow it down and have half fall through the cage.,OG,0
5994,"one great guitar especially for finger pickin' and slide, the electronics are fine but its not my style. Wish I could pull em out without damaging the rig. .  from early acoustic blues and early slide this is my experience with the 00. GREAT!",OG,0
5995,EXCELLENT product.  Well Worth the price!,OG,0
5996,"It has been 6 weeks of running these 24/7 and there has been no change at all in the bickering and hissing. We have 7 cats, all indoor, who do best when separated into 3 groups. I had hoped to convince them to at least tolerate each others presence, but it hasn't happened yet. I will continue with this product for several more months as our vet has strongly recommended it.",OG,0
5997,one season and color is fading,OG,0
5998,Very good.  I use it before going to the groomers so that I can clean the ears out with a Q-tip so that I don't have to do it and mess up his clean hair afterwards as it is a little oily.  Takes oil to clean oil.,OG,0
5999,Fresh product.,OG,0
6000,Works great for my son's Gerbils. Not nearly as dusty as the cheap store brand and the little guys love to burrow in it. Pleased.,OG,0
6001,Very tasty.,OG,0
6002,"I don't think they make any flavor that's not good, but blueberry is my favorite of the bunch. The other reviews are misleading about one thing, however: not all of them are naturally sweet. You might want to make sure you have your sweetener of choice on hand. I use sucralose.",OG,0
6003,Does a great job of removing stains and smells. Has a nice clean scent.,OG,0
6004,Good,OG,0
6005,A must-have for freshwater aquarium owners!,OG,0
6006,"I've been buying San Francisco Bay OneCup - Decaf French Roast for literally years. It's always been my go to k-cup and the price and quality has been exceptional. However, over the past few shipments, something has drastically changed. There is now this horrible silt-like sludge of super-fine coffee grounds left in the last 1/4 cup of coffee. It's absolutely gross tasting. I won't be buying this product any longer.",OG,0
6007,just as described,OG,0
6008,Good tasty candies.,OG,0
6009,"LOVE, LOVE this stuff!! Absolutely will buy again. The Grapefruit one is also awesome.",OG,0
6010,This is a protractor. It has an arm to indicate the angle. It is made of a clear plastic and the markings are clear. It is well made. If you need a protractor this is as good as any.,OG,0
6011,Simply beautiful. Glass is high quality and looks amazing when the flame is on or off. It truly looks like fire embers when the flame is on.,OG,0
6012,Handy and helpful.  I would willingly pay more for thicker material.  A bit flimsy.,OG,0
6013,"Got rid of our ice quickly and easily!  We've had some major ice and while my tiny dog doesn't go outside in winter, people track in whatever has been used on the sidewalks and driveways and she feels she HAS to lick up everything on the floor, no matter what.  I was constantly worrying and unable to keep up with her, the little speed demon!  With this large supply, we could de-ice freely without fear of running out.  We still have several more weeks, at least, of winter and I suspect this will make it to the end for us and be ready for next year.  I will certainly purchase this again.  It was delivered to my door so I didn't have to toss it into a shopping cart, lug it into and out of my car, and then lug it where I wanted it to be.  THANK YOU for a wonderful product and THANK YOU to Amazon for delivering it to my door!",OG,0
6014,"My Min Pin weighs12 pounds but thinks he's a big dog. He will not use anything smaller than extra-large. He doesn't discuss such topics but if you must resort to potty pads here's what we discovered: these are the best that we've tried but they don't eliminate all of the odor. Initially, I rated them 4 stars but found a solution to the odor problem. Urine was noticeable until we changed his diet to prescription (from his vet), had him drink more water, changed the pad after every use, and use it in conjunction with a reusable/wasable potty pad that looks like a patch of green grass (also purchased on Amazon). No one likes to use potty pads but sometimes a walk outside is not possible due to inclimate weather, fires, floods, late night hours, illness or just being too darn tired to get up and out in a wheelchair. These pads really are thick, absorbent, and my Min Pin will use them. That speaks volumes. They deserve 5 stars. If you have a Min Pin don't think you'll get by with potty pads for toy breeds. Get the extra-large and let your pup enjoy the luxury of space when nature calls.",OG,0
6015,Awesome,OG,0
6016,OK,OG,0
6017,"Great for hiking, just clip it onto your backpack.",OG,0
6018,Really fun game if you're a fan of Bubble Bobble.,OG,0
6019,"Finally a company who knows what they are doing, tried 3 other companies their covers were junk, this one from AZ  was perfect. well made, heavy duty. would recommend",OG,0
6020,"Unit got hot and gave off a burnt plastic smell, so stopped using it for fear of it causing an electrical fire.  But before this it didn't work on my dog and her anxiety.",OG,0
6021,"Love these bones, good quality, however, I REALLY REALLY wish they wouldnt have changed the original formula. These contain more starch.
I always watch when they chew (I have chihuahuas and poms that chew these) as they get small ""nubs"" near the end and I worry about choking.
Mine also love the cherry,  but they can stain.",OG,0
6022,pretty good so far..needs memory card though so make sure to have one on hand like i wish i did..but has good graphics like playstation esque advanced for  being a system before it..and its good classic,OG,0
6023,So good and high in fat. Great for Keto and Paleo eaters.,OG,0
6024,These strings make playing a joy! I am a bass player transitioning to solo acoustic guitar performing. My fingerstyle sounds smoother and more clear and I think that they sound better amplified than any other strings I have tried.,OG,0
6025,Love these markers.  The brush tip is very fine for delicate coloring.  Blend very nicely and love using them.,OG,0
6026,rebuilt motor 24 hp intek this seems like a greatpart,OG,0
6027,Works I love it,OG,0
6028,My cat loves this food. He prefers liquid over solids so this is perfect for him. He laps it up quickly.,OG,0
6029,good quality. good customer service.,OG,0
6030,"the sparkler is one of the favorites,just do not leave them unattended, they will try to eat it",OG,0
6031,Nice colors!,OG,0
6032,Good price and easier to buy in bulk than in small 48 packs as my husband will use 6 to 8 a day in his coffee,OG,0
6033,As expected,OG,0
6034,"These are now my main strings, that I use.  I collect guitars and have tried a lot of strings.  I find these to be long lasting and easy to intonate.  I do recommend them...",OG,0
6035,fits well,OG,0
6036,"Wish the cable was a little longer after the split so that you can connect multiple devices at the same time a little easier vice having to stack them on top of each other, but it is a great cable.",OG,0
6037,Very handy and useful to save counter space. Perfect,OG,0
6038,"I did not realize it would be so thin.
Looks nice, but not what I expected.",OG,0
6039,dog destroys in secs,OG,0
6040,This is my second professional sprayer by this company.  One is for the insecticides and the other for ornamental sprays.,OG,0
6041,"This a very flavorful tea, on the spicy side.  Add some honey to tame it a little.",OG,0
6042,"I'm on a ketogenic diet. Pork rinds are in some of the recipes to use as a coating for meats and fish, to be used instead of bread crumbs, which would have more carbs and gluten.  I've tried a couple recipes using pork rinds that are crushed.  They were OK. But I ate some of the pork rinds a couple times as a snack, and they did NOT Make my stomach feel at all good. In fact, they nauseated me. I have never bought or eaten park rinds before, so I suspect ANY COMPANY'S pork rinds would make me feel the same way.  So it isn't that these park rinds are bad, it's pork rinds in general that affect me. So now when I grind up pork rinds to coat fish or chicken, I use only half of what the recipe calls for and put almond flour in for the other half.  I don't want to feel nauseated after I spend time cooking something. I don't like to cook all that much.",OG,0
6043,4star,OG,0
6044,I use these every year. It's just the right size and gives enough room to list appointments. I also like the address book in the back.,OG,0
6045,pertect as expected,OG,0
6046,"I needed a bunch of very small pots when a visiting family member delivered a handful of Christmas cactus cuttingsall from different plants, all stuffed into a single pot with no drainage. Neither the big box stores nor the local nursery had anything small enough for the job. I didn't want 100 seedling pots that it would take me years to use up, or really basic nursery pots at all, since these plants are in my living room. But it wasn't worth buying a bunch of gorgeous ceramic succulent size pots either, since with any luck the cuttings will outgrow this pot size over the summer.

I opted for the XXS size, #3 pots. Each pot neatly holds from 1 to 5 holiday cactus cuttings, taking root in some cactus mix with extra perlite. They're perfect for starting off succulent cuttings too. The multiple drainage holes mean I can literally soak the pots and know that the excess water will freely flow back out unimpeded, mimimizing the chances of root rot. For those fussing that there are no saucers included with these, T4U does offer lovely bamboo ones, but I haven't found them necessary for such tiny, lightweight pots....after all, it's easier to just pick them up, water them in the sink, and let them drain completely while there before putting them back. Problem solved! The cuttings planted into these a month ago are absolutely thriving compared to a couple of others planted in terra cotta...in fact, I'm going to move those into the next size up of these plastic pots instead.",OG,0
6047,hamster loves this food,OG,0
6048,"DO NOT Buy. Complete waste of money!! I was really excited to find coriander seeds but these NEVER sprouted. I tried 3, THREE times!",OG,0
6049,The perfect calculator for your home and desk.  I use it all the time.,OG,0
6050,"Write well, smooth. No leak. Only problem won't last mare than 30 prescriptions. Then ink is gone.",OG,0
6051,"This is basically a great little label maker that's easy to cart around.  I'm quite happy with it and was surprised at the good amount of sample tape included.  I gave it 4 stars for 2 reasons.  The display is very dim.  The other reason is the poor instructions.  First, the instructions should've been put in booklet form since you need to refer to it often to find the symbols you want to use.  Messing with a thin piece of multifold double sided paper to find what you need is inconvenient.  Also the instructions aren't very thorough. For example if you hit return by accident, you have to guess how to get back to a single line.  You have to sort of mess with the menus to figure out how to use a function.",OG,0
6052,best snacks ever.  Eat one or two a day.,OG,0
6053,Perfect! Exactly what I was looking for to make lovely sleeves for my daughter's dance costume. Thank you!,OG,0
6054,Has a lot of flavor! No bitterness my go to,OG,0
6055,This is a great key tag set!  Lots of good quality tags at a great price...and free shipping!  Would definitely buy again...and probably will.,OG,0
6056,great for making covers on my RV to keep bugs (mainly wasps) out.,OG,0
6057,my dog destroys this in 3 days,OG,0
6058,"Seems to work great!
It smells good but doesn't cut through the odors as well as I hoped.  I will purchase again",OG,0
6059,pertect as expected,OG,0
6060,Reasonably priced,OG,0
6061,I feel like the best cat mom ever for buying this cat tree! My cats love it! It was easy enough to put together even with the less than fantastic instructions. I'm disabled and put it together myself. I'd buy it again!,OG,0
6062,Rancid horrible taste these nuts are old and I cant return them,OG,0
6063,Great tasting honey for a good price.  I got this for my parents as a gift because they use a lot of honey.  They really enjoyed it!,OG,0
6064,I love red heart yarn! its so cheap to buy on here and gives me a break from going to the stores to buy it,OG,0
6065,Great case,OG,0
6066,"I was looking for a new gaming mouse to replace my long-time favorite Rat-8.  This seemed to fit the bill and the price was right.  After reading the reviews I settled on the Ripjaws MX780.  I Was pleased when I first received the mouse.  It is very well constructed with reasonable weight and a high quality feel.  The features were strong and the software is easy to navigate.  The finger buttons and mouse wheel have an excellent tactile feel.

The reason I have given this mouse three stars is that despite all of those positive features, there is just one horrible, unforgivable design flaw which makes this mouse almost unusable for gaming.  It almost makes you think that the designers never even really tried to use the mouse themselves.  It has to do with the thumb buttons.  First of all, having average sized hands they are just about too far forward to even reach with the thumb while using a comfortable grip, and they are not adjustable.  Even worse than that, they are designed to sit UNDER the left mouse button, which hangs out over them.  There are about 2-3 mm between the side of the left mouse button and the thumb buttons underneath, which both feel the same.  As such, in order to hit the thumb buttons you have to tuck your thumb under the left mouse button and push in sideways at an awkward angle to trigger it.  Whoever overlooked this issue ruined an otherwise perfectly good mouse.  I also do not like the fact that the only way to change dpi settings is to cycle forward through all 5 settings, rather than a toggle which can go forward and backwards, like the RAT mice have.  The only visual indicator of dpi change is a color led change, which means you have to memorize which color corresponds to a certain dpi in order to make changes effectively.
This makes it extremely difficult to change DPI on the fly while gaming.

Anyway, overall even though it has many excellent features, I conclude that this mouse is a fail for gaming and I would advise that you try other options until this major issue is fixed.

5/10: adding one more problem to the list.  In Windows 7 if you switch users you lose connectivity and have to unplug and re-plug the mouse for it to start working again.  Since my wife and I share a PC we are constantly unplugging and re-setting the mouse.  I estimate I am unplugging and replugging in this mouse about 15 times a day.  Downgrading this review to a solid AVOID.  BLAH!

5/29: Just so everyone knows, I did as the tech support below advised and contacted GSkill support about 2 weeks ago and I have not received ANY response yet.  Hollow gestures and empty promises below.

Customer service response:

Dear Customer,

We apologize for the inconvenience as this is a known issue where the software would quit when user logs out of account.

Your feedback had been passed to our gaming peripheral team. Thank you.

Best Regards

Tech Support Team

7/22: Final update.  No fix from GSkill months later.  Still unplugging-and-repluggin the mouse every time we switch accounts.  Checked for an updated driver yesterday but nothing.  Recognize that the CS response issued to this review was just a tactic and not backed by any good faith attempt to correct the problems with this device.",OG,0
6067,Lasted for a very long time and fits peanut butter in it to help my dogs attention.,OG,0
6068,Product as promised,OG,0
6069,Great Product!,OG,0
6070,"Great to control tear's problem , it is easy to handle",OG,0
6071,A great product and saves me buying it weekly. Good idea for bulk purchasing,OG,0
6072,Nice product,OG,0
6073,Great,OG,0
6074,Good Product.,OG,0
6075,Ryder loves these!!,OG,0
6076,"So I lost my wallet 2 weeks ago... This is the third time. I'm tired of replacing all my cards. I'm always glued to my cell phone so i figured why not have my phone and wallet together?? Well I haven't lost my wallet lol

It's annoying and a bit bulky but it fits everything I need so I can't really complain. It's durable.",OG,0
6077,This is an easy to use heat press.  It is my first one and I have had no problems operating it.  It heats up evenly and applies even pressure.,OG,0
6078,Gave as a gift.  Nice big size and a bargain for the price.  Nice in  the plastic case it came in.,OG,0
6079,These work great. Never had any issues. Very pleased with my order.,OG,0
6080,"Great product, tubes are a perfect size, easy application, vibrant colors.  Colors don't bleed into thers when rinsing. First time using, decided to dye my standard Shih Tzus tail for a Renaissance Faire. Wear gloves, used brushes to apply.
DO NOT USE ON CATS (states this on the bottle, whats safe for dogs may not be safenfor cats!)",OG,0
6081,My favorite green tea.  I order frequently and it never disappoints me.  Will order again and again.,OG,0
6082,This little green guy is one of my boxers favorite toys. The are 1 and constantly fight over this toy. I'm not sure if it has a flavor to it or what but they LICK it for several minutes at a time. Great for aggressive chewers.,OG,0
6083,"With as much as my pup loves to eat mulch I thought she'd enjoy the ""real"" wood taste.  She does chew on it from time to time but not near as much as she does with some of her other chew toys.",OG,0
6084,"I bought three of these for my dogs for when we went camping on land owned by my family. I got each of them their own color so that I could see where each of them was at all times. It has a solid light option and a blinking option. I personally only used the solid light. I charged them I think twice--once before we left and once while there. It is now five months later and they still have their charge!

I like that it is adjustable and has a buckle--it seems to be more secure. The adjustable part is difficult to go over the lighted area, but it's possible.",OG,0
6085,"This door is made out of some kind of vinyl and the dog thinks it is a chew toy. It does have the feel of some toys that are sold in stores. We just bought two of these to replace original doors that were chewed to bits in about a month. They are the same as the original doors so if that is what you expect go ahead and buy. Unfortunately I do not see an alternative and they have priced these very high, way too high for the quality they provide and they also cost about half the cost of the original door when you buy two to replace bpth door flaps. We modified ours so the dog cannot chew it up with sheet metal, screws and nuts, and then covered it in duct tape also trimmed the entire door once we were done so it swings freely. These doors on thier own are not good enough for us and not good enough for the price. However with no other options we had to buy them. Here's to hoping our modified version stays unchewed and useable for a while.",OG,0
6086,My 4 yr old GSD LOVES to jump in the air and catch this toy!,OG,0
6087,my dog has so many food allergies that this is the only food that doesn't seem to upset his stomach!,OG,0
6088,"Wonderful construction, great color and the surprise key chain is great!  The hardware is a bit heavy (for my 9 1/2lb Yorkie)--nice if we had choices.  But really good long leash so Piper can ""get"" a rabbit--at least give 'em a run for their money!",OG,0
6089,My little dog loves zippy paws toys,OG,0
6090,"Filthy olive brine, great catch, albeit a bit pricy $$!",OG,0
6091,"these are a good product. Nice and sharp, the shield is very handy. My dogs hated this part of grooming, now it's a lot easier.",OG,0
6092,Just as the label says !! Low in Sodium !!,OG,0
6093,No complaints,OG,0
6094,"Our little guy loves this dog food.  Keeps him regular, and results in nice, well formed stools....no mucous, which was problematic in foods with grain. I'll keep this on our little man's menu as long as we continue to get these superb results.",OG,0
6095,"This litter is one of my favorites . It clumps and absorbs well. My cats have an easy time with it., as compared to cheaper litters. There is a difference.",OG,0
6096,"My society finches actually prefer these pellets to the spray millet I offer them more often than not. It has a nice, pleasant fruity smell to it and if your birds are picky like mine, this is a great option to make sure they get the full nutrition in their food. My finches pick out all the green pellets first, then yellow, then orange, then finally red, not noticing that they all taste the same. This way they get to feel like they're foraging and choosing their favorites. You also get (slightly) less mess with no empty seed shells scattering everywhere, though my birds like to make a game of tossing pellets onto the floor sometimes. Overall great product.",OG,0
6097,"Good enough for cooking.  The price is reasonable
.",OG,0
6098,"Hatching indoors just meant sticking the container on a shelf in the bathroom for a month until one day it was full of bugs.  Consistently hatch, but if you want to see them you should hatch indoors.  Will buy again every spring.",OG,0
6099,"Good quality product, I just have tasted others that I consider better. Definitely not subpar as some I have tried.",OG,0
6100,as expected,OG,0
6101,Will purchase again.,OG,0
6102,This thing is fantastic and freed up valuable desk space. I like that it doesn't require any screwing or drilling to install.,OG,0
6103,"My dog hate her nails done. Was hoping this would solve cutting her nails and just filing them down enough. She is scared of this too, hardly lets me use this. Regular nail files she tolerates. Not for long nails if you're trying to get supplement this instead of cutting; really should only be used after cutting to shape them out and round them. Keeping it to use occasionally when shes feeling generous. Just like ones at a nail salon, so worked good on round my nails out haha. Overall, good product.",OG,0
6104,Chicks will use it. Good stuff.,OG,0
6105,"My parrotlet loves this one.  He has spent quite a long time trying to chew this one up!  Great foraging toy.  Not much of a dent in it yet, but he loves working at it.",OG,0
6106,"Love these things. Theyre surprising delightful. I bought them for my kids, but I think I like them as much as they do.",OG,0
6107,Works well. No dials or thermostat to fiddle with. You just plug it in and it keeps the water at a constant 78-degrees. Works very well with our small 10-gallon tank.,OG,0
6108,"good, tasteless (yes, i do taste everything i give my persians), white stuff.  mix in with food no problem.  cats can't detect it.  i do not know if it works, but will use up this batch.",OG,0
6109,Works decently for bumps and drops.  Mediocre product.,OG,0
6110,"Skippys best peanut butter!
Easy to spread and consume.
Highly recommended for the peanut butter lover.",OG,0
6111,I make jerky all the time and love using the Hi Mountain Seasonings. The Cajun in the variety pack was the best of them all and even though I love black pepper a lot the black pepper season seemed to be missing something. Still very good though.,OG,0
6112,"Gibson is just way too greedy on their pricing of these pointers I decided to give the Klusons a try. I'm glad that I did. $6 instead of $30 for something almost identical.

I read (and the product photos appeared to confirm) that the tips were rounded off on the Klusons and the Gibsons had a sharper point, but my Gibsons were more rounded off than these. The Klusons I received have points, they are not rounded. That's perfect - if I decide they are too pointy, I can slightly file the tips to round them but they seem fine to me. The angle of the bend seems the same, the fit is perfect, and the tips provide a sharp, clear pointer to the number.

I've put these on 3 gibsons. I happen to like the Max Grip speed knobs and have those on several guitars.",OG,0
6113,"It's the only brand of soft food and flavor of this soft food that my 18 yr old will touch, as a matter of fact it is the one I started him on for treat time when he was young, along with his late brothers and sisters.",OG,0
6114,"Greedy manufacturer! They call it ""changed the bag graphics"" and together with graphics they changed the product weight - instead of 15 oz now its 14 oz. The expensive dog food became even more expensive. Shame on you! For me it is a big deal as I feed 70 lbs English Bulldog with it. Unfortunately, my Oxford loves this food and I am forced to support this brand.",OG,0
6115,in love with this machine,OG,0
6116,"i really like bergan product, but this did not grow. at all :-(",OG,0
6117,They love this and it comes in a nice size,OG,0
6118,Seems to be made very sturdy but my dog had it torn apart in 31 hours. Would not buy again. If you do not have a dog that looks to see what is inside  every toy it may be okay for you.,OG,0
6119,"These are very tasty cashews. I thought that they would be bitter because the skins are left on but the processing produced delicious, toasted cashews that are a joy to eat. The cashews are also mostly uniform in size and unbroken. My one negative comment is that they are quite pricey.",OG,0
6120,Fastening Clips have broke after about a month and a half of use.,OG,0
6121,"We love the Crystal Light Lemonade, and this is a great deal on package.",OG,0
6122,Great value!,OG,0
6123,great pens. write smoothly and are affordable.,OG,0
6124,"Nice sound, loud enough for what I purchased it for.",OG,0
6125,Great,OG,0
6126,"It was a hard fit, hate squeezing the harness over my dog's head. I prefer the step-in type.",OG,0
6127,Worked great and was cheaper than buying it at the store,OG,0
6128,Made these muffins this morning! They were pretty yummy but I did add about 1/2 cup fresh blueberries to the mix as well.,OG,0
6129,"I give this to my cat, they seem a bit too small for my dogs, even though they love them as well. Tibbs is picky but these are a staple favorite- Cant go wrong purchasing this for your critter.",OG,0
6130,So absolutely delicious! I only wish that I could by just 6 packs of there without having to pay extra for prime pantry.,OG,0
6131,Great but so hard to open,OG,0
6132,It's okay. Bags are shorter than other poop bags...,OG,0
6133,Can't say enough for how they helped my dog's hip problem. His limp has vanished except after quite strenuous activity. We break them up into his food and he eats it right up.,OG,0
6134,i have had Digiorno in the past.  A long time ago and thought I remembered it being good.  This was absolutely horrible.  I can't even describe how bad it was.  I should have called for delivery.  I would give it zero stars if I could.,OG,0
6135,Excellent A+A+A+,OG,0
6136,"Works great. We have to large rots and one had two torn ACLs so the vets say. He took to it in a heartbeat, but the other is scared of it. We will have to work on the dog. They both weight 150 and this ramp shows no signs of to much weight.",OG,0
6137,An ok drink.,OG,0
6138,"These are Much smaller then I anticipated. My dog isn't a fan of them either. She will eat them if these are the only things I give her as a treat but, she'd rather not have them. I give them to her just to get rid of them as I don't want to waste them but I will never purchase them again.

If you have a small dog, these would be perfect --- my dog is 47 lbs and way too small for my/her liking. I've since gotten her the salmon sticks that are big enough yet very healthy for her too.",OG,0
6139,"Came in very handy, was exactly what I needed.",OG,0
6140,pup chewed it to bits,OG,0
6141,"Pretty good, but I think my batch may have been exposed to high ambient heat.  They are hard to get out of their package and seem to have melted.  No problem with taste, very good in that aspect.  I'll try them again.",OG,0
6142,"several lighting went out, little over a year. will not purchase again.  Grow light from other company still working as new...",OG,0
6143,Item as described and helped save my sick Betta from a bad case of fin rot.,OG,0
6144,It's a good deal for the money you pay. You need to use more tea for a cup than recommended. It's kinda week tea (in regards to caffeine ) but very tasty and the aroma is superb,OG,0
6145,AWESOME PRODUCT BY DESIGN  WORKS BETTER THEN ANY I TRIED FOR MY iPhone 8PLUS AND IPAD MINI,OG,0
6146,nice!,OG,0
6147,Used it as a little notebook for my classes in order to jot down notes and lists. worked well easy to tear out pages too.,OG,0
6148,"Got this broth from an organic pet store originally and loved it so much I had to reorder on Amazon.

We cannot afford to feed our 2 big, hungry dogs a diet as healthy as I would like, so I make them this broth for some extra nutrition and yummy goodness. When we do not pour it over their food, they pick at the food during the day. But when we add the broth? Dinner is gone in a flash!

It smells like health food for sure. I don't really WANT to try and eat it but I probably could if I felt like it. I love that it is human grade. It dissolves in hot water very well with minimal clumping. I even give a little bit to my cat sometimes, and she loves it too!

The only downside is it makes their bowel movements very smelly!",OG,0
6149,Love the way they connect together.,OG,0
6150,"My pup loves these! I mix with her regular dry food, she's spoiled rotten, so her regular food wasn't cutting it for her anymore.
I also use these as treats too",OG,0
6151,ok,OG,0
6152,My birds love these perches.  They also love to chew on them.  Hahaha,OG,0
6153,cute but fell apart immediately,OG,0
6154,"My toy poodle has been eating this food for a few years,  He is a puppy mill rescue and this food really helped him get healthy and stay healthy.  His skin got healthy, his ears cleared up and stayed clean. he has regular easy bowel movements with this. I love that's it's all human grade.  He seems to love it too as he eats it with gusto.  It's super easy to prepare and now that he's lost a few more teeth I can just add a bit of extra water to make it even easier for him to eat. Wish I knew about The Honest Kitchen when I had my little toothless senior poodle years ago.",OG,0
6155,My Katie really likes it.,OG,0
6156,It is exactly what I was expecting.,OG,0
6157,Our 7 cats love it!,OG,0
6158,"My 18 year old cat enjoyed these and was used to another brand, I will purchase them again.",OG,0
6159,Love it,OG,0
6160,"My cat does NOT chew this.... He just swallows it whole, which kind of defeats the purpose of the product. This is my cat's issue, not the product though, I guess.",OG,0
6161,"I love the pic, but the pad is wanting... paper thin (it looked alot thicker in the pic in the listing as well) and it slips on my desk worse then the pad it's replacing. Granted it barely moves anywhere else, but even my main pad I had made like 20 years ago that's 5 mm thick slips on my desk so I guess it's my desk's fault. lol :/ Still, it doesnt' slip as bad as this one does.

EDIT:  ok I don't like this pad much anymore. Just got one I had MADE for my mom... it's nice and thick like my old one... and the same size, like 10 X 8 or something. Also, the custom one doesn't STINK of rubber like this one, even after days of laying out in the garage, still.... That one I had made for mom, I'm going to have one made for myself with this same pic:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Personalized-Photo-Mouse-Pad-for-a-unique-Personalized-Gift-Mousepad/dp/B0015GA46I/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Personalized Photo Mouse Pad for a unique Personalized Gift - Mousepad</a>",OG,0
6162,looks great.  vibrant colors.  thick material and stitching.  I know it will last for a long time.,OG,0
6163,Excellent flag but the flagpole we bought never telescope so flag only flew for a few days . Recommended flag but not flagpole,OG,0
6164,Absolutely in love. Construction is amazing!,OG,0
6165,nice leash,OG,0
6166,"I previously bought Assan tea that was very good, but purchased Twinings this time because it was described as ""foil sealed"".  I thought that meant each tea bag was foil sealed for freshness, but that is not the case.  The package contains two foil pouches of 40 bags each.  The pouches are lightweight and not resealable.  The tea is OK but not as good as Harrogate, in my opinion.",OG,0
6167,"Sturdy loud enough bells for the dogs so I know where they are! They are bigger than expected tho, was hoping a little smaller but will make good use of anyway.",OG,0
6168,"Great treat and occasional meal replacement for dog.  HARD to find a wholesome, nutritious, USA made human quality food for dogs.  This seems to be the real deal.  Only wish they had an organic version, but considering what the usual garbage out there for dogs is, this is probably as good as you are going to get, aside from making something yourself.",OG,0
6169,Good product.,OG,0
6170,Good phone. Good price,OG,0
6171,"Not the best, maybe was a bad case but it did make my phone overheat and luckily Google replaced my phone because the battery didn't hold for long. I know this because there was no ventilation on the case and would be really HOT and once I removed it the phone would perform normally until it stopped.",OG,0
6172,Really fun to play. Any game with Wario is always a plus.,OG,0
6173,too big sent them back,OG,0
6174,"Both my Rhodesian Ridgeback puppies love this!  Taking turns, they have been chewing on it non-stop and it looks like new almost.  This holds up longer than other elk antlers.  I am not sure why some elk antlers break down faster than others as it seems they are all pretty much the same thing but some other brands my dogs are able to chew up and swallow pieces.",OG,0
6175,Bought this for my parrots. Seems to work really well.,OG,0
6176,hamster is smart enough to escape this fence :/ but it's good for blocking off walls I don't want her to chew,OG,0
6177,I received it yesterday and the lighting is beautiful (day and night) for my 10 gallon beta tank. I actually ordered this particular product by mistake and thought I ordered a different one based on the reviews about low lighting and blown led lights. Hope it lasts because I do love it!,OG,0
6178,Does what it needs to do. 4 AA batteries feels like a bit much.. Meh. It's pretty decent.,OG,0
6179,"Im a Med/Surg nurse so I purchased these to use on the unit. They are helpful with opening IV packaging, tape, and just random things during my shift. They are a good size, and seem to be very well made. They have a nice feel to them, The carabiner feature is cool, though I don't really use it. I attach them to a retractable badge holder and clip them to my scrub pants for easy access",OG,0
6180,Good price and delivered right to your door. My felines love this flavor!,OG,0
6181,great,OG,0
6182,Great product,OG,0
6183,A little late.  But what I needed,OG,0
6184,"Hav suggested this pen in lots of fb groups. You cant beat the price,perfect for a puppy. I bought two!",OG,0
6185,Great Paprika. Good flavor and a generous quantity for the price. A++,OG,0
6186,A nice case but awkward to use and doesn't have a screen guard.  Little bulky,OG,0
6187,Does what it is supposed to do.,OG,0
6188,Very pleased with these clams.,OG,0
6189,Prime day savings? = STALE.,OG,0
6190,keeps my maple trees going..,OG,0
6191,Gift for a friend who loves twizzlers,OG,0
6192,I love the taste of this ham,OG,0
6193,"Wasn't able to attach, went to the trash.",OG,0
6194,"You can't beat this thing for the money. Its a full adult-sized harp that's fairly loud. Mine arrived with a bent center tang that I was able to straighten. Not sure if that has affected its fidelity but it cost the maker a star. Otherwise, it seems to play well with songs in key of G...",OG,0
6195,This was pumpkin . I love regular Dunkin donuts but not pumpkin  spice.,OG,0
6196,"After two weeks the liquid level is still at the top. The diffuser simply isn't working. The diffuser itself is warm to the touch, and I am certain the outlet is working. Needless to say, I haven't seen any change in the cat's behavior.",OG,0
6197,Love this machine! Taking those shims off the platform....holy annoying Batman!,OG,0
6198,Got this for my iPhone 6 plus three years ago and then I upgraded to the iPhone 7. With the help of a dremel I was able to make it fit my iPhone 7. Nice case for the price.,OG,0
6199,A great product. Love them and have ordered previously.,OG,0
6200,fast delivery great addition to my collection,OG,0
6201,"Worth Its Weight In Gold!  I garden, my neighbors garden and we get such a kick out of our little plot of plants.  Unfortunately CATS love clean dirt that is soft.  No one wants their deposits in the food we eat or to be digging in it with our hands...so I bought this put it in the middle ran a hose to my grass and one to my garden.  Set it and watched the first time a cat went into the garden and got the surprise of a cold shower.
one other good it did was prove the neighbor kids were cutting through my yard, they sure did holler when they got WET!!",OG,0
6202,The best I have ever used! all my friends want them.,OG,0
6203,"Great seller, fast shipping, product as described. A+",OG,0
